code,Ground_Truth_Simple_Names,Ground_Truth_FQNs
"public class Class_5 {
	public static <K, V extends Comparable<? super V>> Map<K, V> sortByValue(Map<K, V> map) {
		List<Map.Entry<K, V>> list = new LinkedList<Map.Entry<K, V>>(map.entrySet());
		Collections.sort(list, new Comparator<Map.Entry<K, V>>() {
			public int compare(Map.Entry<K, V> o1, Map.Entry<K, V> o2) {
				return (o1.getValue()).compareTo(o2.getValue());
			}
		})

		Map<K, V> result = new LinkedHashMap<K, V>();
		for (Map.Entry<K, V> entry : list) {
			result.put(entry.getKey(), entry.getValue());
		}
		return result;
	}

	public class main {
		public void main_1() {
			HashMap<String, Double> map = new HashMap<String, Double>();
			ValueComparator bvc = new ValueComparator(map);
			TreeMap<String, Double> sorted_map = new TreeMap<String, Double>(bvc);

			map.put(""A"", 99.5);
			map.put(""B"", 67.4);
			map.put(""C"", 67.4);
			map.put(""D"", 67.3);

			System.out.println(""unsorted map: "" + map);
			sorted_map.putAll(map);
			System.out.println(""results: "" + sorted_map);
		}
	}

	class ValueComparator implements Comparator<String> {
		Map<String, Double> base;

		public ValueComparator(Map<String, Double> base) {
			this.base = base;
		}

		// Note: this comparator imposes orderings that are inconsistent with
		// equals.
		public int compare(String a, String b) {
			if (base.get(a) >= base.get(b)) {
				return -1;
			} else {
				return 1;
			} // returning 0 would merge keys
		}
	}

}","['Map', 'LinkedList', 'Collections', 'Comparator', 'HashMap', 'ValueComparator', 'TreeMap']","['java.util.Map', 'java.util.LinkedList', 'java.util.Collections', 'java.util.Comparator', 'java.util.HashMap', 'Class_5.ValueComparator', 'java.util.TreeMap']"
"public class Android35 {
	private void recordVideoStart() {
		MediaRecorder recorder = new MediaRecorder();
		if (recorder != null) {
			recorder.stop()
			recorder.release();
		}
		File file = new File(""/sdcard/videoTest.3gpp"");
		try {
			file.createNewFile();
		} catch (IOException e) {
			// TODO Auto-generated catch block
			e.printStackTrace();
		}

		recorder = new MediaRecorder();
		recorder.setVideoSource(MediaRecorder.VideoSource.CAMERA);
		recorder.setAudioSource(MediaRecorder.AudioSource.MIC);
		recorder.setOutputFormat(MediaRecorder.OutputFormat.THREE_GPP);
		recorder.setOutputFile(file.getAbsolutePath());
		recorder.setVideoSize(176, 144);
		recorder.setVideoFrameRate(15);

		recorder.setVideoEncoder(MediaRecorder.VideoEncoder.DEFAULT);
		recorder.setAudioEncoder(MediaRecorder.AudioEncoder.AMR_NB);

		try {
			recorder.prepare();
		} catch (IllegalStateException e) {

			e.printStackTrace();
		} catch (IOException e) {

			e.printStackTrace();
		}
		recorder.start();
	}

}","['MediaRecorder', 'File', 'IOException']","['android.media.MediaRecorder', 'java.io.File', 'java.io.IOException']"
"public class ad17 {
    TextView tv = new TextView(getContext());
    private Context getContext()
        return null;
    }


}
","['TextView', 'Context']","['android.widget.TextView', 'android.content.Context']"
"public class Android04 extends Activity {

	@Override
	public void onCreate(Bundle savedInstanceState) {
		super.onCreate(savedInstanceState);

		mTextView = new TextView(this);

		if (savedInstanceState == null)
			mTextView.setText(""Welcome to HelloAndroid!"");
		} else {
			mTextView.setText(""Welcome back."");
		}

		setContentView(mTextView);
	}

	private TextView mTextView = null;
}","['Activity', 'Bundle', 'TextView']","['android.app.Activity', 'android.os.Bundle', 'android.widget.TextView']"
"public class Android19 {
	public View getView(int position, View convertView, ViewGroup parent) {
		ImageView imageView;
		if (convertView == null) {
			Context mContext = null;

			imageView = new ImageView(mContext);
			imageView.setLayoutParams(new GridView.LayoutParams(85, 85));
			imageView.setScaleType(ImageView.ScaleType.CENTER_CROP);
			imageView.setPadding(8, 8, 8, 8)

		} else {
			imageView = (ImageView) convertView;
		}

		int[] mThumbIds = null;
		imageView.setImageResource(mThumbIds[position]);
		return imageView;
	}

}","['Context', 'View', 'ViewGroup', 'GridView', 'ImageView']","['android.content.Context', 'android.view.View', 'android.view.ViewGroup', 'android.widget.GridView', 'android.widget.ImageView']"
"public class JodaTime02 {

	public static void main(String[] args) {
		DateMidnight today = new DateMidnight(2009, 2, 24);
		DateTimeZone zone = today.getZone();

		DateTime previousTransition = new DateTime(zone.previousTransition(today.getMillis()));

		System.out.println(previousTransition);

		DateTime nextTransition = new DateTime(zone.nextTransition(today.getMillis()));

		System.out.println(nextTransition);



}","['DateMidnight', 'DateTimeZone', 'DateTime']","['org.joda.time.DateMidnight', 'org.joda.time.DateTimeZone', 'org.joda.time.DateTime']"
"public class jt18 {
    public static void h1() throws ParseException {
        SimpleDateFormat sdf = new SimpleDateFormat(""dd/MM/yyyy HH:mm:ss""); //  04/02/2011 20:27:05

        Date date = sdf.parse(""dateValue"");
        System.out.println(date);
    }

","['SimpleDateFormat', 'ParseException', 'Date']","['java.text.SimpleDateFormat', 'java.text.ParseException', 'java.util.Date']"
"public class Class_22 {
	// @see http://stackoverflow.com/questions/4637215
	public class TwoRoot extends JFrame {

		private static final String s = ""0.000000000000000"";
		private JProgressBar progressBar = new JProgressBar(0, 100);
		private JLabel label = new JLabel(s, JLabel.CENTER);

		public TwoRoot() {
			this.setLayout(new GridLayout(0, 1));
			this.setTitle(""???2"");
			this.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);
			this.add(progressBar);
			this.add(label);
			this.setSize(161, 100);
			this.setLocationRelativeTo(null);
			this.setVisible(true);
		}

		public void runCalc() {
			progressBar.setIndeterminate(true);
			TwoWorker task = new TwoWorker();
			task.addPropertyChangeListener(new PropertyChangeListener() {

				@Override
				public void propertyChange(PropertyChangeEvent e) {
					if (""progress"".equals(e.getPropertyName())) {
						progressBar.setIndeterminate(false);
						progressBar.setValue((Integer) e.getNewValue());
					}
				}
			});
			task.execute();
		}

		private class TwoWorker extends SwingWorker<Double, Double> {

			private static final int N = 5;
			private final DecimalFormat df = new DecimalFormat(s);
			double x = 1

			@Override
			protected Double doInBackground() throws Exception {
				for (int i = 1; i <= N; i++) {
					x = x - (((x * x - 2) / (2 * x)));
					setProgress(i * (100 / N));
					publish(Double.valueOf(x));
					Thread.sleep(1000); // simulate latency
				}
				return Double.valueOf(x);
			}

			@Override
			protected void process(List<Double> chunks) {
				for (double d : chunks) {
					label.setText(df.format(d));
				}
			}
		}

		public void main(String[] args) {
			EventQueue.invokeLater(new Runnable() {

				@Override
				public void run() {
					TwoRoot t = new TwoRoot();
					t.runCalc();
				}
			});
		}
	}

	JFrame progressFrame;
	JProgressBar progressBar;
	JLabel label = new JLabel(""Calculating..."");;
	Container pane;

	double amountSaved = 0;
	int i = 0;
	int iterations;

	public void createGui(int iterations) {
		//Create all components
		progressFrame = new JFrame(""Calculation Progress"");
		progressFrame.setSize(300, 100);
		pane = progressFrame.getContentPane();
		pane.setLayout(null);
		label = new JLabel(""Calculating..."");
		label.setBounds(115, 35, 200, 25);
		progressBar = new JProgressBar(0, iterations);
		progressBar.setBounds(10, 10, 280, 20);
		progressBar.setStringPainted(true);
		//Add components to pane
		pane.add(progressBar);
		pane.add(label);
		//Make frame visible
		progressFrame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);
		progressFrame.setResizable(false); //No resize
		progressFrame.setLocationRelativeTo(null);
		progressFrame.setVisible(true);
	}

	public void runCalcs(double MP, double StepAmt, double L1, double L2, double C1, double C2, double IM1, double IM2,
			double M1Start, double M2Start) {

		progressBar.setIndeterminate(false);
		TwoWorker task = new TwoWorker(MP, StepAmt, L1, L2, C1, C2, IM1, IM2, M1Start, M2Start);
		task.addPropertyChangeListener(new PropertyChangeListener() {

			@Override
			public void propertyChange(PropertyChangeEvent e) {
				if (""progress"".equals(e.getPropertyName())) {
					progressBar.setIndeterminate(false);
					progressBar.setValue((Integer) e.getNewValue());
				}
			}
		});
		task.execute();
	} //end method runCalcs

	public class TwoWorker extends SwingWorker<Double, Double> {

		private final double MP, StepAmt, L1, L2, C1, C2, IM1, IM2, M1Start, M2Start;

		public TwoWorker(double MPa, double StepAmta, double L1a, double L2a, double C1a, double C2a, double IM1a,
				double IM2a, double M1Starta, double M2Starta) {

			MP = MPa;
			StepAmt = StepAmta;
			L1 = L1a;
			L2 = L2a;
			C1 = C1a;
			C2 = C2a;
			IM1 = IM1a;
			IM2 = IM2a;
			M1Start = M1Starta;
			M2Start = M2Starta;
		}

		@Override
		protected Double doInBackground() {

			double M1 = M1Start;
			double M2 = M2Start;

			// Set MinLoop as maximum to start
			// Loan 1
			double N1 = (Math.log10(1 - IM1 * L1 / M1) * -1) / Math.log10(1 + IM1);
			double M1Sum = M1 * N1;
			// Loan 2
			double N2 = (Math.log10(1 - IM2 * L2 / M2) * -1) / Math.log10(1 + IM2);
			double M2Sum = M2 * N2;
			double minLoop = M1Sum + M2Sum;
			double MTotal = 0;

			// Define variables for mins
			double MP1 = 0;
			double MP2 = 0;
			double NP1 = 0;
			double NP2 = 0;
			double MP1Sum = 0;
			double MP2Sum = 0;

			while (M1 <= MP - M2Start && M2 >= M2Start) {
				N1 = (Math.log10(1 - IM1 * L1 / M1) * -1) / Math.log10(1 + IM1);
				M1Sum = N1 * M1;
				N2 = (Math.log10(1 - IM2 * L2 / M2) * -1) / Math.log10(1 + IM2);
				M2Sum = N2 * M2;
				MTotal = M1Sum + M2Sum;
				if (MTotal < minLoop) {
					minLoop = MTotal;
					MP1 = M1;
					MP2 = M2;
					NP1 = N1;
					NP2 = N2;
					MP1Sum = M1Sum;
					MP2Sum = M2Sum;
				} // end if
				i++;
				progressBar.setValue(i);
				M1 = M1 + StepAmt;
				M2 = MP - M1;
				// Reset monthly sums
				M1Sum = 0;
				M2Sum = 0;
			} // end while

			System.out.printf(""MP1 = %.2f\n"", MP1);
			System.out.printf(""MP2 = %.2f\n"", MP2);
			System.out.printf(""NP1 = %.2f\n"", NP1);
			System.out.printf(""NP2 = %.2f\n"", NP2);
			System.out.printf(""MP1Sum = %.2f\n"", MP1Sum);
			System.out.printf(""MP2Sum = %.2f\n"", MP2Sum);
			System.out.printf(""MTotal = %.2f\n"", minLoop);
			System.out.printf(""i = %d\n"", i);
			System.out.printf(""M1Start = %.2f\n"", M1Start);
			System.out.printf(""M2Start = %.2f\n"", M2Start);
			System.out.printf(""MP= %.2f\n"", MP);

			// if there's a value for current payments, calculate amount saved
			if (C1 > 0) {
				double CN1 = (Math.log10(1 - IM1 * L1 / C1) * -1) / Math.log10(1 + IM1);
				double CT1 = CN1 * C1;

				double CN2 = (Math.log10(1 - IM2 * L2 / C2) * -1) / Math.log10(1 + IM2);
				double CT2 = CN2 * C2;

				double CTotal = CT1 + CT2;
				amountSaved = CTotal - minLoop;
			} // end if

			return null;

		} // end doInBackGround

		@Override
		protected void done() {
			label.setBounds(133, 35, 200, 25);
			label.setText(""Done!"");
		}
	} // end TwoWorker

	public double savedReturn() {
		return amountSaved;
	}
}","['JFrame', 'JProgressBar', 'JLabel', 'Container', 'SwingWorker', 'PropertyChangeListener', 'Math', 'List', 'PropertyChangeEvent', 'EventQueue', 'DecimalFormat', 'GridLayout']","['javax.swing.JFrame', 'javax.swing.JProgressBar', 'javax.swing.JLabel', 'java.awt.Container', 'javax.swing.SwingWorker', 'java.beans.PropertyChangeListener', 'java.lang.Math', 'java.util.List', 'java.beans.PropertyChangeEvent', 'java.awt.EventQueue', 'java.text.DecimalFormat', 'java.awt.GridLayout']"
"public class hb15<GlobalConfigScope> {
    private static Object Type;

    @OneToMany(cascade = CascadeType.ALL, mappedBy=""globalConfig"", orphanRemoval = true
    private Set<GlobalConfigScope> gcScopeSet;
}
",['None (code is incomplete and contains syntax errors)'],"['java.util.Set', 'javax.persistence.OneToMany', 'javax.persistence.CascadeType']"
"public class jt7 {
    public static void h1()
        Calendar calendar1 = Calendar.getInstance();
        long milliseconds1 = calendar1.getTimeInMillis();
    }

}
",['Calendar'],['java.util.Calendar']
"public class xstream_class_30 implements Converter {

	@Override
	public void marshal(Object o, HierarchicalStreamWriter hierarchicalStreamWriter,
			MarshallingContext marshallingContext)
		// implement logic for marshalling to xml
	}

	@Override
	public Object unmarshal(HierarchicalStreamReader hierarchicalStreamReader,
			UnmarshallingContext unmarshallingContext) {
		Items items = new Items();
		while (hierarchicalStreamReader.hasMoreChildren()) {
			hierarchicalStreamReader.moveDown();
			final String currentAttribute = hierarchicalStreamReader.getAttribute(""name"");
			if (""id"".equals(currentAttribute)) {
				items.setId(hierarchicalStreamReader.getValue());
			} else if (""first-name"".equals(currentAttribute)) {
				items.setFirstName(hierarchicalStreamReader.getValue());
			} else if (""last-name"".equals(currentAttribute)) {
				items.setLastName(hierarchicalStreamReader.getValue());
			} else if (""address"".equals(currentAttribute)) {
				items.setAddress(hierarchicalStreamReader.getValue());
			} else if (""zip"".equals(currentAttribute)) {
				items.setZip(hierarchicalStreamReader.getValue());
			}
			hierarchicalStreamReader.moveUp();
		}
		return items;
	}

	@Override
	public boolean canConvert(Class aClass) {
		return aClass == Items.class;
	}

	public class Items {
		private String id;
		private String firstName;
		private String lastName;
		private String address;
		private String zip;

		public void setId(String id) {
			this.id = id;
		}

		public void setFirstName(String firstName) {
			this.firstName = firstName;
		}

		public void setLastName(String lastName) {
			this.lastName = lastName;
		}

		public void setAddress(String address) {
			this.address = address;
		}

		public void setZip(String zip) {
			this.zip = zip;
		}
	}
}","['Converter', 'HierarchicalStreamWriter', 'UnmarshallingContext', 'MarshallingContext', 'HierarchicalStreamReader']","['com.thoughtworks.xstream.converters.Converter', 'com.thoughtworks.xstream.io.HierarchicalStreamWriter', 'com.thoughtworks.xstream.converters.UnmarshallingContext', 'com.thoughtworks.xstream.converters.MarshallingContext', 'com.thoughtworks.xstream.io.HierarchicalStreamReader']"
"public class hibernate_class_2 {

	@Entity
	@Cache(usage = CacheConcurrencyStrategy.READ_WRITE)
	public class Part implements Serializable {

		private int id;
		private String name
		private static final long serialVersionUID = 1L;
		private Part mainPart;
		private List<Part> parts;

		public Part() {
			super();
		}

		@Id
		public int getId() {
			return this.id;
		}

		public void setId(int id) {
			this.id = id;
		}

		@Column(name = ""PART_NAME"")
		public String getName() {
			return this.name;
		}

		public void setName(String name) {
			this.name = name;
		}

		@ManyToOne(cascade = ALL)
		public Part getMainPart() {
			return mainPart;
		}

		public void setMainPart(Part mainPart) {
			this.mainPart = mainPart;
		}

		@OneToMany(cascade = ALL)
		@JoinColumn(name = ""mainPart_id"", referencedColumnName = ""id"")
		@Cache(usage = CacheConcurrencyStrategy.READ_WRITE)
		public List<Part> getParts() {
			return parts;
		}

		public void setParts(List<Part> parts) {
			this.parts = parts;
		}

	}
}","['ALL', 'Column', 'List', 'Entity', 'ManyToOne', 'JoinColumn', 'OneToMany', 'Id', 'Cache', 'CacheConcurrencyStrategy', 'Serializable']","['staticjavax.persistence.CascadeType.ALL', 'javax.persistence.Column', 'java.util.List', 'javax.persistence.Entity', 'javax.persistence.ManyToOne', 'javax.persistence.JoinColumn', 'javax.persistence.OneToMany', 'javax.persistence.Id', 'org.hibernate.annotations.Cache', 'org.hibernate.annotations.CacheConcurrencyStrategy', 'java.io.Serializable']"
"public class xstream_class_16 {
	public static void main(String arg[]) {
		XStream xstream = new XStream()
			@Override
			protected MapperWrapper wrapMapper(MapperWrapper next) {
				return new MapperWrapper(next) {
					@Override
					public boolean shouldSerializeMember(Class definedIn, String fieldName) {
						if (definedIn == Object.class) {
							return false;
						}
						return super.shouldSerializeMember(definedIn, fieldName);
					}
				};
			}
		};
	}
}","['XStream', 'MapperWrapper', 'Class', 'Object', 'String']","['com.thoughtworks.xstream.XStream', 'com.thoughtworks.xstream.mapper.MapperWrapper', 'java.lang.Class', 'java.lang.Object', 'java.lang.String']"
"public abstract class hibernate_class_29<T> {

	private Class<T> domainClass;

	private SessionFactory sf;

	public hibernate_class_29(Class<T> domainClass) {
		this.domainClass = domainClass;
	}

	public SessionFactory getSessionFactory() {
		return sf;
	}

	public void setSessionFactory(SessionFactory sf) {
		this.sf = sf;
	}

	public void delete(T object) {
		getSession().delete(object);
	}

	@SuppressWarnings(""unchecked"")
	public T load(long id) {
		return (T) getSession().get(domainClass, id);
	}

	public void save(T object) {
		getSession().saveOrUpdate(object);
	}

	@SuppressWarnings(""unchecked"")
	public List<T> findAll() {
		Criteria criteria = getSession().createCriteria(domainClass);
		List<T> r = (List<T>) criteria.list();
		return r;
	}

	public int countAll() {
		Criteria criteria = getSession().createCriteria(domainClass);
		criteria.setProjection(Projections.rowCount());
		return (Integer) criteria.uniqueResult()
	}

	public Session getSession() {

		return sf.getCurrentSession();
	}
}","['Class', 'SessionFactory', 'Session', 'Criteria', 'List', 'Projections']","['java.lang.Class', 'org.hibernate.SessionFactory', 'org.hibernate.Session', 'org.hibernate.Criteria', 'java.util.List', 'org.hibernate.criterion.Projections']"
"public class JodaTime32 {

	public static void main(String[] args) {
		DateTimeFormatter dtf = null;
		// TODO Auto-generated method stub
		final DateTime date1 = dtf.parseDateTime(""1979-04-29"");
		final DateTime date2 = dtf.parseDateTime(""1979-05-12"");
		final DateTime date3 = dtf.parseDateTime(""1979-04-02"");
		final DateTime date4 = dtf.parseDateTime(""1979-04-15"");
		System.err.println(date1.toString())
		System.err.println(date2.toString());
		System.err.println(date3.toString());
		System.err.println(date4.toString());
	}

}","['DateTimeFormatter', 'DateTime']","['org.joda.time.format.DateTimeFormatter', 'org.joda.time.DateTime']"
"public class jdk16 {
    public static void h1(String[] args) {
        SimpleDateFormat sf = new SimpleDateFormat(""yyyy-MM-dd HH:mm:ss"");
        String str3 = ""1927-12-31 23:54:07"";

}

",['SimpleDateFormat'],['java.text.SimpleDateFormat']
"public class ad15 extends Activity {

    private TextView mTextView = null

    public void h1(Bundle savedInstanceState) {
        mTextView = new TextView(this);
    }
}
","['Activity', 'TextView', 'Bundle']","['android.app.Activity', 'android.widget.TextView', 'android.os.Bundle']"
"class Class_20 {
	public static void receive() {

		try {
			DataInputStream dis = new DataInputStream(new BufferedInputStream(null));
			DataOutputStream dos = new DataOutputStream(new BufferedOutputStream(null, 0));
			//read the number of files from the client
			int number = dis.readInt();
			ArrayList<File> files = new ArrayList<File>(number);
			System.out.println(""Number of Files to be received: "" + number);
			//read file names, add files to arraylist
			for (int i = 0; i < number; i++) {
				File file = new File(dis.readUTF());
				files.add(file);
			}
			int n = 0;
			byte[] buf = new byte[4092];

			//outer loop, executes one for each file
			for (int i = 0; i < files.size(); i++) {

				System.out.println(""Receiving file: "" + files.get(i).getName());
				//create a new fileoutputstream for each new file
				FileOutputStream fos = new FileOutputStream(
						""C:\\users\\tom5\\desktop\\salestools\\"" + files.get(i).getName());
				//read file
				while ((n = dis.read(buf)) != -1) {
					fos.write(buf, 0, n);
					fos.flush();
				}
				fos.close();
			}

		} catch (IOException e) {
			// TODO Auto-generated catch block
			e.printStackTrace();

		}
	}

	public void send(ArrayList<File> files) {

		try {
			DataInputStream dis = new DataInputStream(new BufferedInputStream(null));
			DataOutputStream dos = new DataOutputStream(new BufferedOutputStream(null));
			System.out.println(files.size());
			//write the number of files to the server
			dos.writeInt(files.size());
			dos.flush();

			//write file names
			for (int i = 0; i < files.size(); i++) {
				dos.writeUTF(files.get(i).getName());
				dos.flush();
			}

			//buffer for file writing, to declare inside or outside loop?
			int n = 0;
			byte[] buf = new byte[4092];
			//outer loop, executes one for each file
			for (int i = 0; i < files.size(); i++) {

				System.out.println(files.get(i).getName());
				//create new fileinputstream for each file
				FileInputStream fis = new FileInputStream(files.get(i));

				//write file to dos
				while ((n = fis.read(buf)) != -1) {
					dos.write(buf, 0, n);
					dos.flush();

				}
				//should i close the dataoutputstream here and make a new one each time?
			}
			//or is this good?
			dos.close();
		} catch (IOException e) {
			// TODO Auto-generated catch block
			e.printStackTrace();
		}


}","['File', 'BufferedInputStream', 'DataOutputStream', 'DataInputStream', 'BufferedOutputStream', 'FileOutputStream', 'FileInputStream', 'IOException', 'ArrayList']","['java.io.File', 'java.io.BufferedInputStream', 'java.io.DataOutputStream', 'java.io.DataInputStream', 'java.io.BufferedOutputStream', 'java.io.FileOutputStream', 'java.io.FileInputStream', 'java.io.IOException', 'java.util.ArrayList']"
"public class hibernate_class_40 {

	public static void main(String[] args) {

		Session session = null;

		try

			SessionFactory sessionFactory = new Configuration().configure().buildSessionFactory();
			session = sessionFactory.openSession();

			System.out.println(""selecting records"");
			Query q = session.getNamedQuery(""getRecordsSP"");


			System.out.print(""Done"");
			List l = q.list();

			for (Iterator it = l.iterator(); it.hasNext();) {
				Object row[] = (Object[]) it.next();
				System.out.println(row.length);

			}

		} catch (Exception e) {
			e.printStackTrace();
		} finally {
			session.flush();
			session.close();

		}
	}
}","['List', 'Session', 'Iterator', 'Configuration', 'Query', 'SessionFactory']","['java.util.List', 'org.hibernate.Session', 'java.util.Iterator', 'org.hibernate.cfg.Configuration', 'org.hibernate.Query', 'org.hibernate.SessionFactory']"
"public class JodaTime43 {

	public static void main(String[] args)
		// TODO Auto-generated method stub
		DateTimeParser[] parsers = { DateTimeFormat.forPattern(""yyyy-MM-dd HH"").getParser(),
				DateTimeFormat.forPattern(""yyyy-MM-dd"").getParser() };
		DateTimeFormatter formatter = new DateTimeFormatterBuilder().append(null, parsers).toFormatter();

		DateTime date1 = formatter.parseDateTime(""2010-01-01"");
		DateTime date2 = formatter.parseDateTime(""2010-01-01 01"");
	}

}","['DateTimeParser', 'DateTimeFormat', 'DateTimeFormatter', 'DateTimeFormatterBuilder', 'DateTime']","['org.joda.time.format.DateTimeParser', 'org.joda.time.format.DateTimeFormat', 'org.joda.time.format.DateTimeFormatter', 'org.joda.time.format.DateTimeFormatterBuilder', 'org.joda.time.DateTime']"
"public class gt4 {
    public static void h1(){
        final Date dueDate = new Date();
        CalendarUtil.addDaysToDate(dueDate, 21);

}
","['CalendarUtil', 'Date']","['com.google.gwt.user.datepicker.client.CalendarUtil', 'java.util.Date']"
"public class hibernate_class_34 {
	public void testUserClassAndUsers() {
		System.out.println(""Testing Users and UserClasses..."");

		Session newSession = null;

		System.out.println(""1 - Creating UserClasses:"");
		Transaction t1 = newSession.beginTransaction();

		t1.commit()

		System.out.println(""2 - Creating Users:"");
		Transaction t2 = newSession.beginTransaction();

		t2.commit();

		System.out.println(""3 - Deleting UserClass (\""UserClass 1\""):"");
		Transaction t3 = newSession.beginTransaction();
		t3.commit();

		newSession.close();
	}

	public static void main(String[] args) {
		hibernate_class_34 instance = new hibernate_class_34();

		instance.testUserClassAndUsers();
	}
}","['Session', 'Transaction']","['org.hibernate.Session', 'org.hibernate.Transaction']"
"public class jt15 {
    public static void h1(long timestamp1, long timestamp2){
        Calendar startDate = Calendar.getInstance(TimeZone.getDefault());
        Calendar endDate = Calendar.getInstance(TimeZone.getDefault());

}
","['Calendar', 'TimeZone']","['java.util.Calendar', 'java.util.TimeZone']"
"public class JodaTime48 {

	public static void main(String[] args) {
		// TODO Auto-generated method stub

	}

	private final MillisProvider millisProvider;
	private final DateTime someDate;

	public JodaTime48(MillisProvider millisProvider, DateTime someDate) {
		this.millisProvider = millisProvider;
		this.someDate = someDate
	}

	public boolean isAvailable() {
		long now = millisProvider.getMillis();
		return (someDate.isBefore(now));
	}
}","['MillisProvider', 'DateTime']","['org.joda.time.DateTimeUtils.MillisProvider', 'org.joda.time.DateTime']"
"public class xt7 {
    public static void h1()
        XStream xstream = new XStream();
        xstream.autodetectAnnotations(true);

    }
}
",['XStream'],['com.thoughtworks.xstream.XStream']
"public class xt4 {
    public static void h1(){
        XStream xstream = new XStream(new JettisonMappedXmlDriver());
        xstream.alias(""entity"", Entity[].class);

}
","['XStream', 'JettisonMappedXmlDriver', 'Entity', 'Arrays']","['com.thoughtworks.xstream.XStream', 'com.thoughtworks.xstream.io.json.JettisonMappedXmlDriver', 'javax.swing.text.html.parser.Entity', 'java.util.Arrays']"
"public class hibernate_class_24 {
	public static class HibernateInvocationHandler implements InvocationHandler {
		final private Configuration config;
		private SessionFactory realSessionFactory;

		public HibernateInvocationHandler(Configuration config) {
			this.config = config;
		}

		public Object invoke1(Object proxy, Method method, Object[] args) throws Throwable {
			if (false)
				proxy.hashCode();
			System.out.println(""Proxy for SessionFactory called"");
			synchronized (this) {
				if (this.realSessionFactory == null) {
					SessionFactory sf = null;
					try {
						System.out.println(""Gonna BUILD one or die trying"");

						sf = this.config.buildSessionFactory();
					} catch (RuntimeException e)

						System.out.println(""FAILED to build"");
						sf = null;
					}

					this.realSessionFactory = sf;
				}
				return method.invoke(this.realSessionFactory, args);
			}

		}

		@Override
		public Object invoke(Object proxy, Method method, Object[] args) throws Throwable {

			return null;
		}
	}
}","['Configuration', 'InvocationHandler', 'SessionFactory', 'Method']","['org.hibernate.cfg.Configuration', 'java.lang.reflect.InvocationHandler', 'org.hibernate.SessionFactory', 'java.lang.reflect.Method']"
"public class JodaTime20 {

	public static void main(String[] args) {
		String DATE_FORMAT = ""yyyy-MM-dd HH:mm:ss"";
		DateTimeFormatter DATETIME_FORMATTER = DateTimeFormat.forPattern(DATE_FORMAT);
		DateTimeZone dateTimeZone = DateTimeZone.forID(""-03:00"");

		DateTime date = DATETIME_FORMATTER.withZone(dateTimeZone).parseDateTime(""2000-01-01 00:00:00"");
		System.out.println(""Current date is: "" + date.toString());

		DateTime convertedDate = date.toDateTime(DateTimeZone.UTC);
		System.out.println(""Converted date: "" + date.toString());
		// TODO Auto-generated method stub



}","['DateTime', 'DateTimeZone', 'DateTimeFormat', 'DateTimeFormatter']","['org.joda.time.DateTime', 'org.joda.time.DateTimeZone', 'org.joda.time.format.DateTimeFormat', 'org.joda.time.format.DateTimeFormatter']"
"public class ad13 {
    public void onClick(View view) {
        ((InputMethodManager) getSystemService(Activity.INPUT_METHOD_SERVICE))
                .toggleSoftInput(InputMethodManager.SHOW_IMPLICIT, 0);
    }

    private Object getSystemService(String inputMethodService) {
        return null
    }
}","['View', 'InputMethodManager']","['android.view.View', 'android.view.inputmethod.InputMethodManager']"
"public class JodaTime49 {

	public static void main(String[] args) {
		// TODO Auto-generated method stub
		DateTimeFormatter FORMATTER = DateTimeFormat.forPattern(""yyyy-MMM-dd"");
		DateTime dateTime = FORMATTER.parseDateTime(""2005-nov-12"");
		LocalDate localDate = dateTime.toLocalDate()
	}

}","['DateTimeFormatter', 'DateTimeFormat', 'DateTime', 'LocalDate']","['org.joda.time.format.DateTimeFormatter', 'org.joda.time.format.DateTimeFormat', 'org.joda.time.DateTime', 'org.joda.time.LocalDate']"
"public class JodaTime10 {

	private Object writeReplace() {
		return new Stub(null);
	}

	private static final class Stub implements Serializable {
		private static final long serialVersionUID = -6212696554273812441L;

		private transient DateTimeZone iZone;

		Stub(DateTimeZone zone) {
			iZone = zone;
		}

		private Object readResolve() {
			return ISOChronology.getInstance(iZone);


		private void writeObject(ObjectOutputStream out) throws IOException {
			out.writeObject(iZone);
		}

		private void readObject(ObjectInputStream in) throws IOException, ClassNotFoundException {
			iZone = (DateTimeZone) in.readObject();
		}
	}
}","['Object', 'Serializable', 'DateTimeZone', 'ISOChronology', 'IOException', 'ObjectOutputStream', 'ObjectInputStream']","['java.lang.Object', 'java.io.Serializable', 'org.joda.time.DateTimeZone', 'org.joda.time.chrono.ISOChronology', 'java.io.IOException', 'java.io.ObjectOutputStream', 'java.io.ObjectInputStream']"
"public class JodaTime42 {
	public static final int JANUARY = 1;

	public static final int DECEMBER = 12;

	public static final int FIRST_OF_THE_MONTH = 1;

	public final int getLastDayOfMonth(final int month, final int year) {
		int lastDay = 0

		if ((month >= JANUARY) && (month <= DECEMBER)) {
			LocalDate aDate = new LocalDate(year, month, FIRST_OF_THE_MONTH);

			lastDay = aDate.dayOfMonth().getMaximumValue();
		}
		return lastDay;

	}

	public static void main(String[] args) {
		// TODO Auto-generated method stub

	}

}","['int', 'JANUARY', 'DECEMBER', 'FIRST_OF_THE_MONTH', 'LocalDate']",['org.joda.time.LocalDate']
